Store Number,Store Name
4373,Kum & Go #74 / West Des Moines
4374,Kum & Go #141 / Grimes
4375,Kum & Go #237 / Grimes
4376,Kum & Go #6 / Mason City
4377,Quik Trip #562 / NE 14th / DSM
4378,Kum & Go #202 / 4th St Waukee
4379,Kum & Go #2091 / Ashworth / WDM
4380,Kum & Go #254 / West Branch
4381,Kum & Go #443 / Williamsburg
4382,Kum & Go #8 / 8th St / WDM
4383,Kum & Go #500 / Creston
4384,Kum & Go #2093 / Adel
4385,Kum & Go #43 / New Virginia
4386,KUM & GO #701 / MARSHALLTOWN
4387,KUM & GO #117 / SPIRIT LAKE
4388,QUIK TRIP #566 / CLIVE
4389,KUM & GO #651 / ALBIA
4390,KUM & GO #233 / CLARINDA
4391,KUM & GO #236 / GREENFIELD
4392,KUM & GO #156 / CLIVE
4393,KUM & GO #206 / CLIVE
4394,KUM & GO #606 / HARLAN
4395,KUM & GO #133 / ELLSWORTH
4396,"Trunck's Country Foods, INC."
4397,Quik Trip #514 / Ankeny
4398,KUM & GO #4786 / BELMOND
4399,KUM & GO #59 / WAUKEE
4400,Kum & Go #174 / OSKALOOSA
4401,KUM & GO #503 / MARION
4402,KUM & GO #80 / RIVERSIDE
4403,KUM & GO #4098 / WINDSOR HEIGHTS
4404,KUM & GO #292 / ANKENY
4405,KUM & GO #92 / ANKENY
4406,KUM & GO #4020 / ANKENY
4407,KUM & GO #1272 / KNOXVILLE
4408,KUM & GO #2217 / BOONE
4409,Kum & Go #90 / BOONE
4410,Kum & Go #203 / Perry
4411,KUM & GO #95 / DE SOTO
4412,Kum & Go #267 / Tipton
4413,KUM & GO #439 / WAPELLO
4414,KUM & GO #23 / NEOLA
4415,KUM & GO #513 / ACKLEY
4416,KUM & GO #83 / CASEY
4417,KUM & GO #76 / ADAIR
4418,KUM & GO #46 / WALNUT
4419,KUM & GO #4 / LAMONI
4420,KUM & GO #38 / OTTUMWA
4421,KUM & GO #1 / HAMPTON
4422,KUM & GO #193 / STUART
4424,CIRCLE K #6601 / BURLINGTON
4425,Quik Trip #575 / Council Bluffs
4426,LIQUOR AND GROCERY DEPOT
4427,Kum & Go #507 / North Liberty
4428,Kum & Go #200 / Ames
4429,Kum & Go #32 / Colfax
4430,Kum & Go #87 / Fort Dodge
4431,Kum & Go #89 / Fort Dodge
4432,Kum & Go #201 Coralville
4433,Kum & Go #24  Pleasant Hill
4434,Todd's
4435,Kum & Go #220  Council Bluffs
4436,Kum & Go #216  Ames
4437,Kum & Go #215  Ames
4438,Kum & Go #214  Ames
4439,CENTER POINT FOODS
4440,Kum & Go #219  Council Bluffs
4441,SPEEDE SHOP
4442,A-TOWN LIQUOR STORE
4443,Palo Mini Mart
4444,Kum & Go #4127 / SLOAN
4445,Kum & Go #196 / WEBSTER CITY
4446,QUIK TRIP #513 / URBANDALE
4447,QUIK TRIP #567 / URBANDALE
4448,Kum & Go #572 / URBANDALE
4449,Kum & Go #121 / URBANDALE
4450,Kum & Go #157 / URBANDALE
4451,Kum & Go #96 / WEBSTER CITY
4452,Select Mart    Gordon Dr
4453,SID'S GAS and GROCERIES
4454,Kum & Go #248 / Sioux City
4455,Kum & Go #1959 / Eldora
4456,Kum & Go #53 / Iowa City
4457,KUM & GO #422 / IOWA CITY
4458,QUIK TRIP #568 / JOHNSTON
4459,Kum & Go #544 / Eagle Grove
4460,MOORE'S FOODS
4461,QUIK TRIP #503 / WINDSOR HEIGHTS
4462,SHELTON'S
4463,Casey's General Store #3031 / Garner
4464,Perfect Value Liquor Mart
4465,HOME TOWN FOOD ON 4
4466,THE PUMPER
4467,Kum & Go #438 / Muscatine
4468,CIRCLE K #6600 / MUSCATINE
4469,Sperry One Stop Shop LLC
4470,Kum & Go #211 / WATERLOO
4471,Kum & Go #212 / WATERLOO
4472,Quick Shop Foods / Centerville
4473,Casey's General Store #92 / Panora
4474,Bucky's Express #34 / Council Bluffs
4475,Bucky's Express #27 / Council Bluffs
4476,Bucky's Express #16 / Council Bluffs
4477,Bucky's Express #17 / Council Bluffs
4478,U S Gas
4480,Circle K #6602 / Clinton
4481,THE LIQUOR HOUSE
4482,Indy 66 West #929 / Indianola
4483,Sauce
4484,JEFF'S MARKET / WEST LIBERTY
4485,DYNO'S 51 / SANBORN
4486,Kum & Go #608 / Okoboji
4487,Casey's General Store #2787 / Cedar Rapids
4488,Casey's General Store #2762 / Cedar
4489,Casey's General Store #2763 / Cedar Rapids
4490,Casey's General Store #2766 / Cedar Rapids
4491,Casey's General Store #2772 / Cedar Rapids
4492,Casey's General Store #2773 / Cedar Rapids
4493,Casey's General Store #2850 / Cedar Rapids
4494,SELECT MART / SIOUX CITY
4495,Casey's General Store #3055 / Grundy Center
4496,B P ON 1ST
4497,Casey's General Store #20 / Alden
4498,Speede Shop / Winthrop
4499,Casey's General Store #1316 / Milford
4500,Casey's General Store #2788 / North Liberty
4501,Kum & Go #134 / Fairfield
4502,Neighborhood Mart / Waterloo
4503,Casey's General Store #38 / Treynor
4504,JIFFY EXPRESS #921 / INDIANOLA
4505,Casey's General Store #2816 / Johnston
4506,Casey's General Store #2667 / Tiffin
4507,Casey's General Store #2902 / Spencer
4508,Casey's General Store #2877 / Spencer
4509,A J'S LIQUOR II
4510,Casey's General Store #1007 / Malvern
4511,Super Quick / SE 30 DM
4512,Metro Mart #4 / Waterloo
4513,Casey's General Store #1144 / Polk City
4514,Casey's General Store #2813 / Fort Dodge
4515,Casey's General Store #1588 / Dows
4516,Casey's General Store #1569 / Oakland
4517,Casey's General Store #2767 / Cedar Rapids
4518,Casey's General Store #2824 / WDM
4519,Casey's General Store #2923 / WDM
4520,Casey's General Store #2842 / Huxley
4521,Casey's General Store #1002 / Grand Junction
4522,Casey's General Store #2523 / Monroe
4523,Casey's General Store #2563 / Exira
4524,Casey's General Store #1139 / Nora Springs
4525,Casey's General Store #2425 / Akron
4526,Sub Xpress & Gas
4527,Casey's General Store #30 / Gilmore City
4528,Casey's General Store #1303 / Marsha
4529,Casey's General Store #3262 / Buffalo
4530,Casey's General Store #2566 / Ely
4531,Casey's General Store #2626 / Afton
4532,Casey's General Store #2274 / Sioux
4533,Casey's General Store #1985 / St. Ansgar
4534,D & B Foods
4535,Casey's General Store #2421 / Dubuque
4536,Casey's General Store #2420 / Dubuque
4537,Casey's General Store #1834 / Leon
4538,K & S Grocery
4539,Casey's General Store #40 / Scranton
4540,Casey's General Store #2915 / Bellevue
4541,Casey's General Store #1045 / Delmar
4542,Casey's General Store #2994 / Lauren
4543,Casey's General Store #2924 / Marion
4544,Casey's General Store #1898 / Osceola
4545,FILL R UP
4546,Casey's General Store #2303 / Glidden
4547,Fareway Stores #902 / Hampton
4548,Casey's General Store #2594 / Walker
4549,Casey's General Store #2913 / Colo
4550,NEW STAR 3 / Waterloo
4551,Casey's General Store #2845 / Urband
4552,Casey's General Store #2493 / Buffalo
4553,Casey's General Store #1892 / Sheffield
4554,Kum & Go #229 / Sioux City
4555,Casey's General Store #2614 / Donnellson
4556,Casey's General Store #2552 / Goldfield
4557,Hometown Foods / Traer
4558,Kum & Go #226 / Sioux City
4559,Osage Payless Foods
4560,Casey's General Store #2914 / Harlan
4561,Kroegers Liquor Co LLC
4562,Casey's General Store #2989 / Mechanicsville
4563,The Molehill
4564,JEFF'S MARKET / DURANT
4565,KUM & GO #228 / Sioux city
4566,Kum & Go #508 / Cedar Rapids
4567,Shop N Save / NW 2nd Ave / DSM
4568,Select Mart   Floyd Blvd
4569,Car-Go-Express / Sutherland
4570,Cargo Express
4571,Casey's General Store #2357 / Allison
4572,Grundy Center Family Foods
4573,Casey's General Store #1330 / Hamburg
4574,ThuLords
4575,Casey's General Store #2304 / Slater
4576,THE BOONEDOCKS
4577,Casey's General Store #2551 / Woodward
4578,Casey's General Store #2592 / Farmington
4579,USA Food & Gas / Grand Mound
4580,Smokin' Joe's #9 Tobacco and Liquor Outlet
4581,Prime Mart / Cedar Falls
4582,Pronto / Spirit Lake
4583,Kum & Go #5100 / Manson
4584,J & C Grocery / Dumont
4585,Casey's General Store #2561 / Farley
4586,Kum & Go #545 / Rockwell City
4588,Sam's Mini Mart / Sioux City
4589,Dyno's #53 / Sibley
4590,Casey's General Store #3045 / Cedar Falls
4591,Casey's General Store #3052 / Clarion
4592,Dyno's #29 / Emmetsburg
4593,The Cue Liquors
4594,Quik Trip #554 / SW 63rd DM
4595,Quik Trip #559 / Fleur Dr DM
4596,Quik Trip #534 / E University DM
4597,Quik Trip #523 / Army Post DM
4598,Quik Trip #501 / E Euclid DM
4599,Quik Trip #500 / Hubbell DM
4600,Kum & Go #207 / Hubbell DM
4601,Kum & Go #4110 / Guthrie DM
4602,Cheap Smokes / Beer City
4603,Kum & Go #208 / SE 14th DM
4604,Pit Stop Liquors / Newton
4605,Kum & Go #509 / Marion
4606,Central Mart / Sioux City
4607,Casey's General Store #1024 / Gutten
4608,Casey's General Store #3050 / Council Bluffs
4609,Kum & Go #579 / Ankeny
4610,Casey's General Store #2992 / Fonda
4612,ATC Liquor
4613,Sparky's One Stop / Carroll
4614,Urban Liquor
4615,North Side Liquor & Grocery
4616,C's Spencer Liquor
4617,Lickety Liquor
4618,Hawkeye Convenience Stores East
4619,Smokin' Joe's #3 Tobacco and Liquor Outlet
4620,Nodaway Valley Market
4621,Casey's General Store #23 / Maxwell
4622,Quik Trip #544 / SE 14th DM
4623,Casey's General Store #1493 / Van Meter
4624,Kwik Shop #568 / Hiawatha
4625,Kwik Shop #532 / Council Bluffs
4626,Kwik Shop #527 / Council Bluffs
4627,Casey's General Store #1388 / Sully
4628,Oelwein Bottle and Can Inc.
4629,Kwik Shop #541 / Glenwood
4630,EZ Stop / Davenport
4631,Thunder Ridge Ampride
4632,Nat Food Mart / 2nd Ave DM
4633,Kwik Shop #520 / Carter Lake
4634,Kwik Shop #565 / Cedar Rapids
4635,Kwik Shop #563 / Cedar Rapids
4636,Kwik Shop #561 / Cedar Rapids
4637,Kwik Shop #560 / Cedar Rapids
4638,GD Xpress / Davenport
4639,Liquor & Tobacco Outlet / Fort Dodge
4640,Mart Stop #1 / Davenport
4641,Kum & Go #573 / SE 14th DM
4642,Liquor and Tobacco Outlet / Univ Ave Waterloo
4643,Cubby's Red Oak
4644,Kwik Shop #588 / Davenport
4645,Kwik Shop #589 / Eldridge
4646,Pronto Market / Fairbank
4647,B and B EAST / Waterloo
4648,Prime Mart / Broadway Waterloo
4649,Metro Liquor and Tobacco
4650,Loofts on 9 Liquor Here or Liquor There
4651,Casey's General Store #2300 / Jewell
4652,Brady Mart Food & Liquor
4653,Casey's General Store #1617 / Jefferson
4654,KUM & GO #510 / STUART
4655,Casey's General Store #2237 / Prairie City
4656,Casey's General Store #2301 / Ames
4657,Casey's General Store #2526 / Wellsburg
4658,Casey's General Store #3027 / Iowa F
4659,Casey's General Store #2802 / Conrad
4660,Hill Brothers Jiffy Mart / Cedar Rapids
4661,Quik Trip #531 / Grimes
4662,Guppy's On The Go / Cedar Rapids
4663,Casey's General Store #3077 / Peosta
4664,Casey's General Store #24 / Boone
4665,Casey's General Store #2896 / Ankeny
4666,Super Stop II / Altoona
4667,Kum & Go #56 / Bevington
4668,Clear Lake Payless Foods
4669,Vom Fass / Des Moines
4670,Guppy's On The Go / Tripoli
4671,New Star Mart #1 / Waterloo
4672,The Pit Stop / River City Liquor
4673,Sonny's Super Market / West Point
4674,Kum & Go #227 / Ames
4675,Kum & Go #113 / Ames
4676,Sam's Mini Mart / Sioux City
4677,Costco Wholesale #1111 / Coralville
4678,Fareway Stores #124 / Adel
4679,Walgreens #12393 / Cedar Rapids
4680,Afal Food & Liquor / Des Moines
4681,Spirits & Such
4682,Pleasantville Alcohol & Tobacco
4683,New Star 3 / Waterloo
4684,Indy 66 #928 / Indianola
4685,Kwik Stop Food Mart
4686,Sunny's Mart / Clinton
4687,Kum & Go #517 / Cedar Rapids
4688,Walgreens #10770 / Carroll
4689,Walgreens #11759 / Fort Madison
4690,Super Stop and Shop / Baldwin
4691,Railroad Street Tobacco and Spirits
4692,Walgreens #05886 / Keokuk
4693,Hawkeye Convenience Stores / 16th St
4694,Rina Mart LLC / Davenport
4695,Walgreens #09791 / Altoona
4696,Quik Trip #517 / West Des Moines
4697,Southside Liquor & Tobacco / Iowa City
4698,Quality Quick Stop
4699,Walgreens #06553 / Bettendorf
4700,J & C Grocery / Allison
4701,Walgreens #11193 / Boone
4702,Walgreens #05361 / Fort Dodge
4703,Walgreens #00910 / Sioux City
4704,The Filling Station / Council Bluffs
4705,Walgreens #05977 / Coralville
4706,Walgreens #05144 / Clinton
4707,Walgreens #05119 / Clinton
4708,No Frills Supermarkets #803 / Glenwood
4709,Walgreens #12108 / Ames
4710,Walgreens #09708 / Dubuque
4711,Walgreens #06154 / Dubuque
4712,Walgreens #11942 / Dubuque
4713,Walgreens #10985 / Coralville
4714,Walgreens #05943 / Indianola
4715,Walgreens #06678 / West Des Moines
4716,Walgreens #11153 / Spencer
4717,Walgreens #05512 / Bettendorf
4718,Walgreens #06623 / West Des Moines
4719,Walgreens #06677 / West Des Moines
4720,Chariton BP
4721,Walgreens #05044 / Burlington
4722,Walgreens #09476 / Burlington
4723,Walgreens #10557 / Cedar Falls
4724,Walgreens #05942 / Newton
4725,Casey's General Store #1548 / Ankeny
4726,Walgreens #07454 / Ankeny
4727,Walgreens #07996 / Ankeny
4728,Walgreens #05077 / Iowa City
4729,No Frills Supermarkets #790 / Deniso
4730,Walgreens #05944 / Johnston
4731,Walgreens #05060 / Clive
4732,Walgreens #07967 / Clive
4733,Walgreens #03773 / Urbandale
4734,Walgreens #04973 / Urbandale
4735,Walgreens #01301 / Ottumwa
4736,Walgreens #03876 / Marion
4737,Walgreens #11330 / Storm Lake
4738,Casey's General Store #2284 / Council Bluffs
4739,Walgreens #05306 / Council Bluffs
4740,Walgreens #04405 / Council Bluffs
4741,Walgreens #03700 / Council Bluffs
4742,No Frills Supermarkets #786 / Counci
4743,No Frills Supermarkets #791 / Council Bluffs
4744,Walgreens #03875 / Cedar Rapids
4745,Walgreens #05042 / Cedar Rapids
4746,Walgreens #05885 / Muscatine
4747,Walgreens #11709 / Davenport
4748,Walgreens #06186 / Davenport
4749,Walgreens #05239 / Davenport
4750,Walgreens #04041 / Davenport
4751,Walgreens #03595 / Davenport
4752,Gasland / Burlington
4753,Casey's General Store #2521 / Adair
4754,Walgreens #12148 / Waverly
4755,Walgreens #05941 / Mason City
4756,Walgreens #03196 / Marshalltown
4757,EZ Mart / Bondurant
4758,Midtown / Storm Lake
4759,Walgreens #10855 / Waterloo
4760,Walgreens #07455 / Waterloo
4761,Walgreens #03590 / Waterloo
4762,Huber's Store Inc.
4763,Parktown BP / Cedar Rapids
4764,New Star / Fort Dodge
4765,Kwik Stop C-Stores / Dubuque
4766,Keywest Conoco / Dubuque
4767,Casey's General Store #3075 / Ankeny
4768,Kum & Go #777 / Urbandale
4769,Elma Locker and Grocery
4770,Casey's General Store #3080 / Hudson
4771,Cenex Gas Station
4772,Kum & Go #97 / West Des Moines
4773,"Fast Mart 2, LLC"
4774,Casey's General Store #3034 / Estherville
4775,Casey's General Store #37 / Dakota City
4776,The Market on 30 / Carroll
4777,Casey's General Store #1365 / Paullina
4778,Casey's General Store #3030 / Storm Lake
4779,Casey's General Store #25 / Mount Ayr
4780,Casey's General Store #3043 / Britt
4781,Casey's General Store #3079 / Early
4782,Casey's General Store #2529 / Lamoni
4783,Casey's General Store #1684 / Emmetsburg
4784,Hawkeye Convenience Store Wiley Blvd
4785,Casey's General Store #2835 / Avoca
4786,Casey's General Store #1706 / Winterset
4787,Guppy's On The Go Swisher
4788,Walgreens #12580 / Cedar Rapids
4789,Katy Did's General Store
4790,Mediapolis Fast Break
4791,Walgreens #05470 / Sioux City
4792,Casey's General Store #2899 / De Soto
4793,Fort Madison Fast Break
4794,Smokin' Joe's #17 Tobacco and Liquor Outlet
4795,Walgreens #00359 / Des Moines
4796,Walgreens #04714 / Des Moines
4797,Walgreens #05362 / Des Moines
4798,Walgreens #05721 / Des Moines
4799,Walgreens #05777 / Des Moines
4800,Walgreens #07968 / Des Moines
4801,Walgreens #05852 / Des Moines
4802,Walgreens #07452 / Des Moines
4803,Walgreens #07453 / Des Moines
4804,Walgreens #07833 / Des Moines
4805,Liquor Tobacco & Grocery / Fort Dodge
4806,Giri's Liquor Store / West Liberty
4807,Williamsburg Foods
4808,CB Quick Stop / Council Bluffs
4809,Abby Lea's
4810,Kum & Go #518 / Ankeny
4811,Casey's General Store #1327 / Lovilia
4812,Liquor Beer & Tobacco Outlet / Charl
4813,USA Food and Gas / Grand Mound
4814,"Byron Supermarket, Inc."
4815,ROCSTOP
4816,Casey's General Store #3232 / Shenan
4817,Casey's General Store #3217 / Knoxville
4818,Decorah Mart
4819,Super Stop 2 / Altoona
4820,Lil' Chubs Corner Stop
4821,Casey's General Store #3215 / Oskaloosa
4822,Casey's General Store #3214 / Oskalo
4823,Casey's General Store #3223 / Creston
4824,Casey's General Store #3224 / Creston
4825,Casey's General Store #3212 / Osceola
4826,Casey's General Store #3226 / Albia
4827,Sauce
4828,Casey's General Store #3228 / Marshalltown
4829,Central City 2
4830,JCL Store
4831,L & M Gas & Grocery / Boone
4832,Casey's General Store #2491 / Clarin
4833,Crazy Mary's Licker
4834,Muscatine Fast Break
4835,Point Liquor & Tobacco
4836,Kum & Go #52 / Iowa City
4837,Kum & Go #51 / Iowa City
4838,Casey's General Store #2448 / Ogden
4839,DS Services LLC
4840,Independence Ave Liquor & Food / Waterloo
4841,Cozy Mart
4843,Stewart Road Fast Break
4844,Iowa City Fast Break
4845,3rd St Convenience
4846,Casey's General Store #2697 / Onawa
4847,Slagle Foods LeClaire
4848,Kum & Go #246 / Winterset
4849,C Fresh Market
4850,Big 10 Mart
4851,Southside Liquor & Tobacco Outlet /
4852,Kum & Go #520 / Cedar Rapids
4853,Kum & Go #62 / Johnston
4854,Casey's General Store #3029 / Armstrong
4855,Casey's General Store #3200 / Strawberry Point
4856,Brothers Market / Lisbon
4857,Westland Fast Break
4858,Hwy 34 Truckstop
4859,Circle K #6604 / Burlington
4860,Jims Foods
4861,The Station / Cedar Rapids
4862,Pronto Market / Kingsley
4864,CLINTON LIQUOR & CONVENIENCE STORE
4865,Rolfe Area Market
4866,Tobacco Hut #18 / Council Bluffs
4867,Speedy Gas N Shop
4868,Kum & Go #59 / Waukee
4869,Lindsanator's
4870,Tobacco 4 Less / Bettendorf
4871,Donahue's One Stop
4872,Casey's General Store #2644 / Earlham
4873,Casey's General Store #2559 / Granger
4874,Z's Quickbreak
4875,Bani's
4876,Quick Mart / Hiawatha
4877,World Liquor & Tobacco
4878,Shortee's Pit Stop
4879,Sam's Mini Mart / Morningside Ave Sioux City
4880,Casey's General Store #1567 / Anita
4881,Sperry One Stop Shop LLC
4882,Casey's General Store #3026 / St Charles
4883,K & L Foods
4884,Tobacco Hut #11 / Sioux City
4885,SNK Gas & Food LLC
4886,Yr Dollar Stop
4887,Kum & Go #66 / West Des Moines
4888,Circle S Bluff Stop
4889,Fast Trip / Des Moines
4890,Casey's General Store #3210 / Urbandale
4891,Schottsy's Liquor
4892,Sara Mini Mart
4893,Casey's General Store #3098 / WDM
4894,Discount Tobacco and More / Davenpor
4895,Big Discount Liquor
4896,Barrys Mini Mart
4897,Gasland #102 / Burlington
4898,Burlington Shell
4899,Graettinger Market
4900,Kwik Stop 4 / Waterloo
4901,Fareway Stores #137 / Polk City
4902,Broadway Liquor
4903,Honey Creek Resort State Park
4904,Larchwood Quick Stop
4905,South Side Grocery
4906,Smoke.N.Pipe
4907,Prime Mart
4908,Zapf's Pronto Market
4909,Pump N Pak Rock Valley
4910,Prime Mart #3 / Waterloo
4911,Casey's General Store #1061 / Princeton
4912,Casey's General Store #2531 / Eldridge
4914,Prime Mart / Center St
4915,Casey's General Store #2429 / Betten
4916,Perez Grocery
4917,Kum & Go #115 / Perry
4918,Northwest Petroleum
4919,Kum & Go #4084 / Altoona
4920,Kum & Go #129 / Johnston
4921,Market Express
4922,Vinos y Licores el Aguaje
4923,Casey's General Store #2270 / Aurelia
4924,Abby Lea's
4925,Kum & Go #574 / Urbandale
4926,GS Super Stop
4927,Kum & Go #576 / West Des Moines
4928,Shop n Save / 6th Ave
4929,Casey's General Store #1680 / Adel
4930,Casey's General Store #3251 / Boone
4931,Hudson Gas Mart
4932,B and B West
4933,River Mart
4934,Casey's General Store #2811 / Springville
4935,Ali's Liquor
4936,Pickle Barrel Market
4937,ROCSTOP
4938,Pronto Market
4939,Urban Liquor
4940,Cambridge Country Store
4941,Kum & Go #170 / Urbandale
4942,East Village Pantry
4943,Eldon Kwik Shop
4944,Jiffy Express / Martensdale
4945,Osage Liquors
4946,Byron Supermarket
4947,The Music Station
4948,Wheatland Day Break
4949,River Drive Smoke Shop
4950,Kum & Go #514 / Cedar Rapids
4951,New Star Mart (Amoco)
4952,Sub Express & Gas
4953,Tri Stop
4954,Casey's General Store #3244 / Urband
4955,Cenex Ampride
4956,The Cooler
4957,Kimmes Wall Lake Country Store
4958,Five Corners Liquor & Wine
4959,Bani's
4960,AJ's Liquor III
4961,Kwik Stop / Cedar Cross
4962,Hilltop Grocery
4963,Jeff's Market / Durant
4964,Jeff's Market / Wilton
4965,Pronto
4966,Midtown
4967,Jeff's Market / Blue Grass
4968,Casey's General Store #3042 / Brooklyn
4969,Lake Liquors Wine and Spirits
4970,Jeff's Market / West Liberty
4971,Fareway Stores #138 / Pleasant Hill
4972,Quillins Quality Foods Monona
4973,Quillins Quality Foods West Union
4974,Super Stop  SE 14th
4975,Walgreens #15647 / Sioux City
4976,Central Mart / Sioux City
4977,Bacon Creek Country Store
4978,Prime Mart / Waterloo
4979,Sam Liquor
4980,Pronto BP
4981,Sinclair Food Mart
4982,Kimmes Country Store Alta 05
4983,River Mart
4984,Fast Ave One Stop
4985,Casey's General Store #2519 / Merrill
4986,218 Fuel Express & Chubby's Liquor
4987,Almost Always Open
4988,Happy's Wine & Spirits
4989,Casey's General Store #3322 / Iowa City
4990,Main Lil' Market
4991,Fasttrak
4992,Old 34 Gas & Grill
4993,Site Food Mart
4994,City Foods
4995,Durant Street C-Store
4996,Kwik Stop 16th St #300
4997,Downtown Pantry
4998,Lake City Food Center
4999,Casey's General Store #2680 / Clarks
5000,Casey's General Store #3319 / Nevada
5001,The Music Station / Independence
5003,Famous Liquors
5004,Ida Grove Food Pride
5005,Laurens Food Pride
5006,Kwik Stop 16th Street #325
5007,Brother's Market / Denver
5008,Emmetsburg Food Pride
5009,New Pioneer Food Co-op
5010,Sac City Food Pride
5011,Kum & Go #443 / Williamsburg
5012,Bluejay Market
5013,State Food Mart
5014,New Pioneer Food Co-op / Iowa City
5016,Sierra Foods
5017,Lansing IGA
5018,Super Saver Liquor LLC
5019,Riverside Quick Shop
5020,Petromart Stanwood
5021,Kum & Go #608 / Okoboji
5022,Kum & Go #97 / West Des Moines
5023,Hawkeye Convenience Stores / 16th Av
5024,Hawkeye Convenience Stores / Wiley
5025,Hawkeye Convenience Stores / 1st Ave
5026,Forrest Hometown Market
5027,Hard Rock Hotel & Casino Sioux City
5028,Midtown Liquor
5029,The Liquor Stop LLC
5030,New Star
5031,New Star Raymond
5032,Fastmart
5033,Kwik Stop
5034,Liquor Tobacco & Groceries
5035,Casey's General Store #3205 / Counci
5036,Point Liquor & Tobacco
5037,Uncorked Wine & Spirits
5038,Jim's Food
5039,Casey's General Store #3384 / Solon
5040,Wilton Express
5041,Casey's General Store #3309 / Montez
5042,Super Stop III / Dubuque
5043,West Side Liquor / Waterloo
5044,Casey's General Store #3202 / Cresce
5045,Central Mart / Hamilton Blvd
5046,West K Mart
5047,The Fresh Market
5048,Rolfe Area Market
5049,Gas N Go  /  Waverly
5050,Fareway Stores #147 / Carlisle
5051,Oasis
5052,Casey's General Store #3220 / Greenf
5053,Cork & Bottle / Iowa City
5054,Cork 'N Bottle / Manchester
5055,Latimer Community Grocery
5056,Council Bluffs Sinclair
5057,Kum & Go #535 / Des Moines
5058,Kum & Go # 542 / Urbandale
5059,Casey's General Store #1125 / Humest
5060,L&M Mighty Shop
5061,Casey's General Store #3382 / Cedar
5062,Casey's General Store #2318 / Montro
5063,Logan Convenience Store
5064,Casey's General Store #2777 / Fairfa
5065,Circle S Gordon Drive
5066,Bears Burgers & Buns
5067,One Stop Liquor
5068,Tobacco Shop / Arnolds Park
5069,Casey's General Store #1705 / Lake M
5070,Jeff's Market / Wilton
5071,Jeff's Market / Durant
5072,Pep Stop
5073,"Williams Boulevard Service, Inc."
5074,New Pioneer Food Co-op  / Center Poi
5075,Pronto Market  / New Sharon
5076,Cubby's Sioux City
5077,Wal-Mart 3150 / Council Bluffs
5078,Casey's General Store #2096 / Counci
5079,Casey's General Store #2489 / Deniso
5080,C's Liquor Store
5081,Casey's General Store #3035 / Atlant
5082,Casey's General Store #2365 / Atlant
5083,Central Mart
5084,Ismoke
5085,New Star Hudson Mart
5086,"Central Mart I, LLC."
5087,Quik-Pik  /  Logan
5088,Kum & Go #768 / Hospers
5089,Mos Mini Mart
5090,Kum & Go #437 / Muscatine
5091,Kum & Go #436 / Muscatine
5092,Kum & Go #2035 / West Des Moines
5093,Cody Mart
5094,Casey's General Store #2778 / Cedar
5095,Carterlake Mini Mart
5096,Walgreens #11710 / North Liberty
5097,Fareway Stores #151 / Cedar Rapids
5098,Best Food Mart 3  LLC
5099,Casey's General Store #2164 / Ankeny
5100,Sam's Food
5101,New Star  /  Fletcher Ave
5102,Wilkie Liquors
5103,Curry's Express Mart
5104,Rustic Lure Wine and Spirits
5105,Three Brothers Liquors
5106,Barnes Food Land
5107,Kum & Go #4098 / Windsor Heights
5108,Tobacco 4 Less / State St
5109,Casey's General Store #3404 / Carlis
5110,Ramsey's Market Liquor
5111,Creekside Market
5112,The Bottle Shop
5113,"Ray's Supermarket, Inc."
5114,Casey's General Store #2612 / Missou
5115,Pronto Market / Manly
5116,New Star Mart  /  Newton
5117,Food & Gas Mart  /  Marshalltown
5118,Kwik Stop #82  /  Peosta
5119,Corwith Farm Service
5120,Casey's General Store #3442 / Maplet
5121,Liquor Beer & Tobacco Outlet  / Char
5123,Price Chopper  /  Clive
5124,Price Chopper  /  Johnston
5125,Cash Saver  /  E Euclid Ave
5126,Price Chopper  /  Merle Hay
5127,Price Chopper  /  Ingersoll
5128,Price Chopper  /  Beaver
5129,Cash Saver  /  Fleur
5130,Great River Brewery
5131,Oasis
5132,Phillips 66
5133,Don's Food Center
5134,Prime Mart #6  /  Charles City
5135,Fareway Stores #155 / Huxley
5136,Urban Liquor
5137,Shop N Save  /  NW 2nd  DSM
5138,Kellogg Country Store
5139,Ali's Corner #2
5140,A to Z Liquor
5141,Casey's General Store #3418 / Gowrie
5142,Smokin' Joe's #13 Tobacco & Liquor O
5144,Sam's Club 6979 / Ankeny
5145,South Side Food Mart
5146,Fareway Stores #153  /  W Des Moines
5147,Victor's Market
5148,Main St Market  /  Holy Cross
5149,B S Mini Mart Inc
5150,Casey's General Store #2815  /  Vict
5151,IDA Liquor
5152,Texas Street Market
5153,Oak Street Station LLC
5154,Lake Park Foods
5155,New Star  /  Ansborough Ave
5156,Casey's General Store #1020  / Le Cl
5157,Kimmes Manson Country Store #10
5158,Bucky's Express #19 / Council Bluffs
5159,Kimmes Rockwell City Country Store #
5160,Kum & Go #37  /  Ottumwa
5161,Ameristar Casino Council Bluffs Gift
5162,Urbandale Liquor
5163,Gasland Express  /  Mt Pleasant
5164,Bucky's Express #22 / Council Bluffs
5165,Kari Out Wine & Spirits LLC
5166,East Side Liquor and Groceries
5167,New Star Liquor & Tobacco  / Ft Dodg
5168,Point Liquor and Tobacco
5169,AV Superstop
5170,Casey's General Store #1414  / State
